-8.000000,-1.941149,2
-7.959900,-2.117613,2
-7.919799,-1.958980,2
-7.879699,-1.836349,2
-7.839599,-1.985135,2
-7.799499,-1.984855,2
-7.759398,-2.201658,2
-7.719298,-2.180758,2
-7.679198,-2.390310,2
-7.639098,-1.429129,2
-7.598997,-2.308494,2
-7.558897,-2.121427,2
-7.518797,-2.104221,2
-7.478697,-1.592329,2
-7.438596,-1.918407,2
-7.398496,-1.421773,2
-7.358396,-1.961428,2
-7.318296,-1.636139,2
-7.278195,-1.928133,2
-7.238095,-0.988979,2
-7.197995,-1.941173,2
-7.157895,-1.441768,2
-7.117794,-1.291935,2
-7.077694,-1.302900,2
-7.037594,-1.425302,2
-6.997494,-1.349136,2
-6.957393,-1.235414,2
-6.917293,-1.229019,2
-6.877193,-0.830210,2
-6.837093,-0.388872,2
-6.796992,-1.150240,2
-6.756892,-1.323317,2
-6.716792,-0.866777,2
-6.676692,0.007054,2
-6.636591,-0.933293,2
-6.596491,-0.124676,2
-6.556391,-0.036329,2
-6.516291,-0.628077,2
-6.476190,-0.212923,2
-6.436090,0.183899,2
-6.395990,-0.338869,2
-6.355890,-0.206355,2
-6.315789,-0.239701,2
-6.275689,-0.289435,2
-6.235589,-0.099627,2
-6.195489,-0.192014,2
-6.155388,0.265124,2
-6.115288,0.103227,2
-6.075188,0.483137,2
-6.035088,0.024352,2
-5.994987,0.667714,2
-5.954887,0.894924,2
-5.914787,0.122123,2
-5.874687,0.906681,2
-5.834586,1.235708,2
-5.794486,0.576063,2
-5.754386,1.510766,2
-5.714286,1.203116,2
-5.674185,0.932591,2
-5.634085,1.192209,2
-5.593985,1.439339,2
-5.553885,1.355498,2
-5.513784,1.553037,2
-5.473684,1.171684,2
-5.433584,1.552843,2
-5.393484,1.129653,2
-5.353383,1.569635,2
-5.313283,1.378488,2
-5.273183,1.473007,2
-5.233083,2.105776,2
-5.192982,2.100834,2
-5.152882,1.991824,2
-5.112782,1.514122,2
-5.072682,1.776665,2
-5.032581,2.262279,2
-4.992481,1.964575,2
-4.952381,2.638479,2
-4.912281,2.078172,2
-4.872180,2.032136,2
-4.832080,1.892956,2
-4.791980,2.033731,2
-4.751880,1.952700,2
-4.711779,2.212432,2
-4.671679,2.285354,2
-4.631579,1.757676,2
-4.591479,1.586029,2
-4.551378,1.423270,2
-4.511278,2.112088,2
-4.471178,1.611089,2
-4.431078,1.275517,2
-4.390977,2.014154,2
-4.350877,2.618626,2
-4.310777,1.839043,2
-4.270677,2.059589,2
-4.230576,1.796862,2
-4.190476,1.704067,2
-4.150376,1.968091,2
-4.110276,1.561199,2
-4.070175,1.681761,2
-4.030075,1.648741,2
-3.989975,1.299996,2
-3.949875,1.743816,2
-3.909774,1.337170,2
-3.869674,1.104154,2
-3.829574,1.430911,2
-3.789474,0.937456,2
-3.749373,1.150548,2
-3.709273,1.072620,2
-3.669173,1.332657,2
-3.629073,1.079211,2
-3.588972,0.857701,2
-3.548872,1.037556,2
-3.508772,1.135031,2
-3.468672,0.809900,2
-3.428571,0.569217,2
-3.388471,0.095206,2
-3.348371,0.091082,2
-3.308271,0.240247,2
-3.268170,0.069626,2
-3.228070,0.116648,2
-3.187970,0.109716,2
-3.147870,0.171462,2
-3.107769,-0.088783,2
-3.067669,-0.001762,2
-3.027569,-0.208211,2
-2.987469,-0.899669,2
-2.947368,-0.667811,2
-2.907268,-0.507598,2
-2.867168,-0.904895,2
-2.827068,-0.438751,2
-2.786967,-0.235253,2
-2.746867,-0.403481,2
-2.706767,-0.906538,2
-2.666667,-0.467327,2
-2.626566,-0.940515,2
-2.586466,-1.155227,2
-2.546366,-1.305414,2
-2.506266,-1.277622,1
-2.466165,-1.366915,1
-2.426065,-1.260906,1
-2.385965,-1.323319,1
-2.345865,-1.427833,1
-2.305764,-1.352623,1
-2.265664,-1.179083,1
-2.225564,-1.301513,1
-2.185464,-2.079400,1
-2.145363,-2.445032,1
-2.105263,-1.440785,1
-2.065163,-2.170602,1
-2.025063,-1.864596,1
-1.984962,-2.181938,1
-1.944862,-2.402293,1
-1.904762,-1.727061,1
-1.864662,-1.686516,1
-1.824561,-2.108901,1
-1.784461,-2.731833,1
-1.744361,-2.133824,1
-1.704261,-1.864672,1
-1.664160,-2.434963,1
-1.624060,-1.942156,1
-1.583960,-2.004420,1
-1.543860,-1.825487,1
-1.503759,-1.959634,1
-1.463659,-2.280453,1
-1.423559,-1.619389,1
-1.383459,-2.012566,1
-1.343358,-1.956686,1
-1.303258,-2.208830,1
-1.263158,-2.039087,1
-1.223058,-2.145732,1
-1.182957,-1.903341,1
-1.142857,-1.306133,1
-1.102757,-2.196479,1
-1.062657,-2.231371,1
-1.022556,-1.265535,1
-0.982456,-1.726523,1
-0.942356,-1.818612,1
-0.902256,-1.257483,1
-0.862155,-1.700179,1
-0.822055,-0.917290,1
-0.781955,-1.205958,1
-0.741855,-1.497686,1
-0.701754,-0.643925,1
-0.661654,-1.410560,1
-0.621554,-0.941970,1
-0.581454,-1.008691,1
-0.541353,-0.640070,1
-0.501253,-0.492596,1
-0.461153,-0.880360,1
-0.421053,-1.043468,1
-0.380952,-0.605618,1
-0.340852,-0.871895,1
-0.300752,0.011539,1
-0.260652,-0.474460,1
-0.220551,-0.547132,1
-0.180451,-0.303543,1
-0.140351,-0.683919,1
-0.100251,-0.491650,1
-0.060150,0.239896,1
-0.020050,-0.237166,1
0.020050,-0.273976,1
0.060150,0.281224,1
0.100251,0.555877,1
0.140351,0.495467,1
0.180451,0.657761,1
0.220551,0.210497,1
0.260652,0.088877,1
0.300752,1.042877,1
0.340852,0.571777,1
0.380952,0.668360,1
0.421053,1.215901,1
0.461153,1.056831,1
0.501253,1.097816,1
0.541353,1.680093,1
0.581454,0.905423,1
0.621554,1.442950,1
0.661654,1.245949,1
0.701754,1.371695,1
0.741855,1.809853,1
0.781955,1.561686,1
0.822055,1.626582,1
0.862155,1.840246,1
0.902256,1.459968,1
0.942356,1.366128,1
0.982456,1.350283,1
1.022556,1.116979,1
1.062657,2.364164,1
1.102757,1.453946,1
1.142857,1.753270,1
1.182957,1.768413,1
1.223058,1.972513,1
1.263158,2.150824,1
1.303258,2.186991,1
1.343358,1.773571,1
1.383459,1.914871,1
1.423559,2.063134,1
1.463659,1.913925,1
1.503759,2.477711,1
1.543860,2.146567,1
1.583960,2.220290,1
1.624060,2.196028,1
1.664160,2.343332,1
1.704261,2.036520,1
1.744361,1.580901,1
1.784461,2.074427,1
1.824561,1.740541,1
1.864662,1.755678,1
1.904762,2.065409,1
1.944862,2.233184,1
1.984962,1.837286,1
2.025063,1.889816,1
2.065163,2.271203,1
2.105263,1.793307,1
2.145363,2.459360,1
2.185464,1.803584,1
2.225564,1.058150,1
2.265664,1.762279,1
2.305764,1.598052,1
2.345865,1.815672,1
2.385965,1.573446,1
2.426065,1.270494,1
2.466165,0.883172,1
2.506266,1.124174,1
2.546366,0.866237,1
2.586466,0.879945,1
2.626566,1.161689,1
2.666667,1.415517,1
2.706767,0.960906,1
2.746867,0.410345,1
2.786967,0.827859,1
2.827068,0.977719,1
2.867168,0.359052,1
2.907268,0.424167,1
2.947368,0.390417,1
2.987469,0.071560,1
3.027569,0.422038,1
3.067669,0.111428,1
3.107769,0.193493,0
3.147870,-0.278802,0
3.187970,-0.223959,0
3.228070,0.043975,0
3.268170,-0.364330,0
3.308271,0.186274,0
3.348371,-0.530507,0
3.388471,-0.421351,0
3.428571,-0.286334,0
3.468672,-1.068066,0
3.508772,-1.246211,0
3.548872,-1.249923,0
3.588972,-0.486434,0
3.629073,-1.102359,0
3.669173,-0.239428,0
3.709273,-1.244630,0
3.749373,-1.086729,0
3.789474,-0.744363,0
3.829574,-0.668130,0
3.869674,-0.712427,0
3.909774,-1.027148,0
3.949875,-1.138984,0
3.989975,-1.322665,0
4.030075,-1.318723,0
4.070175,-1.766899,0
4.110276,-1.893741,0
4.150376,-1.693381,0
4.190476,-1.784790,0
4.230576,-1.908281,0
4.270677,-1.599126,0
4.310777,-1.554273,0
4.350877,-1.844204,0
4.390977,-1.454322,0
4.431078,-2.263891,0
4.471178,-2.000197,0
4.511278,-2.174737,0
4.551378,-2.534093,0
4.591479,-2.010203,0
4.631579,-2.029998,0
4.671679,-1.544308,0
4.711779,-1.810756,0
4.751880,-2.305697,0
4.791980,-1.437441,0
4.832080,-1.619381,0
4.872180,-1.799892,0
4.912281,-2.028121,0
4.952381,-2.230512,0
4.992481,-2.033722,0
5.032581,-1.571725,0
5.072682,-1.306211,0
5.112782,-1.378843,0
5.152882,-1.955738,0
5.192982,-2.109327,0
5.233083,-1.692683,0
5.273183,-2.224198,0
5.313283,-1.552710,0
5.353383,-1.647284,0
5.393484,-1.693579,0
5.433584,-1.980445,0
5.473684,-1.293806,0
5.513784,-1.551220,0
5.553885,-1.683672,0
5.593985,-2.133519,0
5.634085,-1.217194,0
5.674185,-0.612419,0
5.714286,-0.579033,0
5.754386,-1.146123,0
5.794486,-1.119619,0
5.834586,-0.726775,0
5.874687,-1.093979,0
5.914787,-0.629706,0
5.954887,-0.415041,0
5.994987,-0.200370,0
6.035088,-0.521167,0
6.075188,-0.474104,0
6.115288,-0.597614,0
6.155388,-0.502963,0
